customer_id,address_state,emp_length,home_ownership,annual_income,verification_status
622050,UT,1 year,MORTGAGE,159600,Not Verified
622056,FL,6 years,RENT,87000,Not Verified
622071,MA,< 1 year,RENT,72000,Not Verified
622084,PA,2 years,MORTGAGE,54900,Not Verified
622111,CA,10+ years,MORTGAGE,87000,Not Verified
622140,CA,< 1 year,RENT,46739.4,Not Verified
622164,MD,10+ years,RENT,51000,Verified
622172,DE,4 years,MORTGAGE,60000,Not Verified
622220,GA,< 1 year,RENT,50000,Not Verified
622250,CT,3 years,RENT,53040,Not Verified
622251,TX,2 years,MORTGAGE,42000,Not Verified
622254,IL,7 years,MORTGAGE,96339,Not Verified
622261,VT,< 1 year,RENT,19200,Not Verified
622265,FL,3 years,MORTGAGE,44000,Not Verified
622301,MT,2 years,OWN,34656,Not Verified
622358,CA,7 years,RENT,50000,Not Verified
622362,RI,< 1 year,RENT,34000,Not Verified
622394,TX,10+ years,MORTGAGE,70000,Not Verified
622403,VT,9 years,RENT,62692,Not Verified
622432,NY,2 years,MORTGAGE,67145,Not Verified
622457,TX,1 year,RENT,30000,Not Verified
622487,TX,1 year,RENT,35000,Not Verified
622562,PA,10+ years,RENT,35000,Verified
622566,NY,3 years,RENT,50000,Not Verified
622574,AZ,< 1 year,MORTGAGE,95000,Not Verified
622586,PA,5 years,RENT,50000,Not Verified
622594,WY,2 years,RENT,50700,Not Verified
622596,NY,1 year,MORTGAGE,230000,Not Verified
622615,CA,5 years,MORTGAGE,96216,Verified
622642,CA,1 year,RENT,15000,Not Verified
622647,TX,7 years,MORTGAGE,98000,Not Verified
622687,CA,4 years,OWN,15000,Not Verified
622716,LA,9 years,RENT,70200,Not Verified
622726,NJ,< 1 year,RENT,75600,Verified
622797,VA,2 years,RENT,65000,Not Verified
622815,TX,10+ years,RENT,58200,Verified
622823,CA,2 years,RENT,76000,Not Verified
622835,CT,4 years,MORTGAGE,85000,Not Verified
622857,OR,6 years,MORTGAGE,42000,Not Verified
622925,MO,10+ years,MORTGAGE,91000,Verified
622939,MI,5 years,RENT,27000,Not Verified
622985,NY,7 years,RENT,85000,Not Verified
623007,NY,2 years,OWN,60000,Verified
623097,PA,6 years,RENT,112580,Not Verified
623136,MN,3 years,MORTGAGE,68500,Not Verified
623137,CA,6 years,RENT,65000,Not Verified
623182,NJ,10+ years,MORTGAGE,54442,Not Verified
623202,MO,1 year,RENT,80000,Not Verified
623204,FL,3 years,MORTGAGE,34000,Not Verified
623212,CA,10+ years,MORTGAGE,79440,Not Verified
623222,CA,2 years,RENT,55000,Verified
623260,CA,7 years,MORTGAGE,55000,Not Verified
623266,FL,2 years,RENT,32000,Not Verified
623281,CA,3 years,RENT,60000,Not Verified
623292,MO,< 1 year,MORTGAGE,98000,Verified
623294,TX,6 years,RENT,49500,Verified
623303,FL,< 1 year,MORTGAGE,70000,Not Verified
623313,FL,2 years,RENT,43000,Not Verified
623320,MD,10+ years,RENT,38000,Not Verified
623344,IL,3 years,MORTGAGE,50000,Verified
623406,NJ,8 years,MORTGAGE,60000,Not Verified
623416,CA,2 years,RENT,56000,Not Verified
623421,CA,4 years,RENT,42000,Not Verified
623454,CA,5 years,RENT,50000,Not Verified
623462,FL,< 1 year,RENT,18864,Not Verified
623474,VA,3 years,RENT,35976,Not Verified
623486,VA,1 year,RENT,33000,Not Verified
623532,CA,1 year,RENT,38000,Not Verified
623534,VA,6 years,MORTGAGE,85000,Not Verified
623626,CA,< 1 year,RENT,19200,Not Verified
623627,CA,4 years,RENT,70000,Not Verified
623733,FL,6 years,OWN,42900,Not Verified
623767,CA,< 1 year,MORTGAGE,125000,Not Verified
623786,NY,1 year,RENT,42000,Not Verified
623803,MA,7 years,RENT,100000,Not Verified
623831,FL,5 years,OWN,43000,Not Verified
623844,CA,9 years,MORTGAGE,157000,Not Verified
623916,CA,10+ years,MORTGAGE,105000,Not Verified
623943,NJ,< 1 year,RENT,56000,Not Verified
623945,MD,4 years,OWN,113500,Not Verified
623978,FL,2 years,MORTGAGE,103000,Not Verified
623991,IL,5 years,OWN,45000,Not Verified
623999,TX,10+ years,MORTGAGE,84000,Not Verified
624028,CA,< 1 year,RENT,19200,Not Verified
624035,MO,6 years,RENT,25000,Not Verified
624039,VA,1 year,RENT,60000,Not Verified
624053,HI,3 years,RENT,44000,Not Verified
624083,TX,3 years,MORTGAGE,90000,Not Verified
624087,CO,1 year,MORTGAGE,60000,Not Verified
624120,CA,2 years,RENT,45000,Not Verified
624123,CA,< 1 year,MORTGAGE,225000,Not Verified
624140,MI,10+ years,MORTGAGE,86400,Not Verified
624141,DE,10+ years,MORTGAGE,95000,Not Verified
624195,GA,3 years,RENT,40000,Not Verified
624221,FL,10+ years,OWN,25000,Not Verified
624279,CA,< 1 year,RENT,32400,Not Verified
624324,MN,10+ years,MORTGAGE,74400,Not Verified
624329,FL,1 year,RENT,40000,Not Verified
624351,CT,< 1 year,RENT,90000,Not Verified
624359,VA,2 years,MORTGAGE,125555,Not Verified
624386,NY,8 years,RENT,102000,Verified
624403,AZ,2 years,MORTGAGE,40000,Not Verified
624414,MN,7 years,MORTGAGE,100000,Not Verified
624418,NY,2 years,OWN,55000,Not Verified
624480,CA,10+ years,RENT,89523,Not Verified
624503,FL,3 years,MORTGAGE,67000,Verified
624513,NJ,8 years,MORTGAGE,100000,Not Verified
624526,CT,2 years,RENT,31000,Not Verified
624540,MD,6 years,MORTGAGE,55493,Not Verified
624543,CA,10+ years,OWN,60000,Not Verified
624550,DE,5 years,MORTGAGE,94000,Not Verified
624583,GA,1 year,MORTGAGE,132000,Not Verified
624596,IL,< 1 year,RENT,31500,Not Verified
624624,CA,2 years,RENT,80000,Not Verified
624639,PA,4 years,MORTGAGE,92000,Not Verified
624642,CA,2 years,RENT,33000,Not Verified
624693,OH,1 year,MORTGAGE,30000,Not Verified
624698,PA,10+ years,RENT,54000,Not Verified
624769,TX,2 years,RENT,70000,Not Verified
624789,IL,5 years,MORTGAGE,52000,Not Verified
624793,FL,2 years,RENT,39000,Not Verified
624812,MI,10+ years,MORTGAGE,60000,Not Verified
624843,TX,7 years,RENT,26000,Not Verified
624869,CA,10+ years,OWN,87580,Not Verified
624878,FL,2 years,MORTGAGE,34000,Not Verified
624917,IL,5 years,MORTGAGE,120000,Not Verified
624960,MI,10+ years,RENT,82500,Not Verified
624972,RI,10+ years,MORTGAGE,70000,Not Verified
624979,FL,3 years,MORTGAGE,42240,Not Verified
625000,CA,5 years,RENT,28800,Not Verified
625064,CA,3 years,RENT,60000,Not Verified
625105,WA,9 years,RENT,33000,Not Verified
625107,CA,1 year,RENT,53000,Not Verified
625113,CA,5 years,MORTGAGE,103000,Not Verified
625136,CA,3 years,MORTGAGE,265000,Not Verified
625184,NJ,2 years,MORTGAGE,69000,Not Verified
625206,WA,3 years,RENT,30000,Not Verified
625225,NY,6 years,RENT,35000,Not Verified
625307,FL,4 years,RENT,100000,Not Verified
625309,VA,10+ years,MORTGAGE,800000,Not Verified
625315,TX,3 years,MORTGAGE,61500,Not Verified
625339,MO,10+ years,MORTGAGE,58800,Not Verified
625341,PA,3 years,RENT,14400,Not Verified
625419,IL,5 years,RENT,85000,Verified
625421,TX,10+ years,MORTGAGE,42000,Not Verified
625445,FL,5 years,MORTGAGE,79577,Not Verified
625455,NY,4 years,RENT,32000,Not Verified
625480,OH,< 1 year,RENT,60000,Verified
625501,NY,4 years,RENT,90000,Not Verified
625518,GA,10+ years,MORTGAGE,100000,Not Verified
625526,MA,10+ years,RENT,72000,Not Verified
625539,NH,10+ years,MORTGAGE,89000,Not Verified
625544,CA,2 years,RENT,80000,Not Verified
625562,SC,< 1 year,RENT,38000,Not Verified
625579,PA,1 year,OWN,18000,Not Verified
625662,IL,3 years,RENT,50000,Not Verified
625739,DC,< 1 year,RENT,54700,Not Verified
625772,WI,9 years,MORTGAGE,90000,Not Verified
625782,TX,1 year,MORTGAGE,60000,Not Verified
625895,NY,10+ years,RENT,85000,Not Verified
625897,NY,8 years,OWN,54000,Not Verified
625907,FL,5 years,MORTGAGE,47471,Not Verified
625922,GA,10+ years,RENT,36000,Not Verified
625942,PA,10+ years,MORTGAGE,80000,Verified
625953,NJ,4 years,RENT,55000,Not Verified
625969,PA,8 years,RENT,39900,Not Verified
625979,WI,10+ years,MORTGAGE,93600,Not Verified
625996,CA,7 years,RENT,54000,Not Verified
626011,NY,10+ years,RENT,45000,Not Verified
626048,TX,10+ years,RENT,137481,Not Verified
626055,FL,5 years,OWN,81840,Not Verified
626061,FL,< 1 year,RENT,40000,Not Verified
626076,FL,10+ years,MORTGAGE,57600,Not Verified
626090,MD,6 years,MORTGAGE,115752,Not Verified
626111,OH,6 years,RENT,69790,Not Verified
626120,GA,2 years,MORTGAGE,53000,Not Verified
626134,FL,10+ years,OWN,120775,Not Verified
626136,PA,< 1 year,MORTGAGE,72000,Not Verified
626144,FL,2 years,OWN,14400,Not Verified
626170,WY,10+ years,MORTGAGE,39600,Not Verified
626189,NY,5 years,RENT,200000,Not Verified
626190,NY,4 years,MORTGAGE,148000,Not Verified
626214,CA,10+ years,RENT,81960,Not Verified
626216,PA,2 years,MORTGAGE,44300,Not Verified
626235,AZ,2 years,RENT,33227,Not Verified
626253,TX,1 year,RENT,37000,Not Verified
626264,CA,7 years,RENT,50000,Not Verified
626289,TX,6 years,MORTGAGE,55000,Not Verified
626304,MD,2 years,RENT,60000,Not Verified
626410,TX,5 years,RENT,84000,Not Verified
626532,NY,10+ years,RENT,45000,Not Verified
626588,NY,3 years,RENT,36129,Not Verified
626605,MD,7 years,MORTGAGE,98000,Not Verified
626652,FL,4 years,MORTGAGE,50000,Not Verified
626657,NY,10+ years,MORTGAGE,100000,Not Verified
626659,FL,10+ years,OWN,105000,Not Verified
626686,NY,2 years,RENT,95000,Not Verified
626700,CA,10+ years,MORTGAGE,48000,Not Verified
626745,NY,2 years,MORTGAGE,59160,Not Verified
626771,NJ,1 year,RENT,50000,Not Verified
626773,MD,10+ years,MORTGAGE,92000,Not Verified
626786,AR,10+ years,MORTGAGE,40000,Not Verified
626812,CT,2 years,RENT,25800,Not Verified
626900,WA,10+ years,RENT,61041,Verified
626903,WV,10+ years,MORTGAGE,33600,Not Verified
626919,CA,5 years,RENT,52800,Not Verified
626932,KY,9 years,MORTGAGE,61000,Verified
626942,FL,10+ years,MORTGAGE,69000,Not Verified
626983,NJ,2 years,RENT,19200,Source Verified
627032,NY,< 1 year,RENT,56000,Not Verified
627058,CA,3 years,MORTGAGE,68000,Not Verified
627110,NY,10+ years,MORTGAGE,121500,Not Verified
627113,IL,3 years,RENT,60000,Not Verified
627123,MN,< 1 year,RENT,29120,Not Verified
627169,MA,4 years,MORTGAGE,62000,Not Verified
627201,OH,4 years,MORTGAGE,75000,Not Verified
627202,RI,1 year,MORTGAGE,83000,Not Verified
627232,MA,3 years,MORTGAGE,64000,Not Verified
627250,NY,10+ years,RENT,200000,Not Verified
627266,NY,6 years,RENT,95000,Not Verified
627269,NY,2 years,RENT,40000,Verified
627285,PA,3 years,MORTGAGE,36000,Not Verified
627306,TX,10+ years,MORTGAGE,58000,Not Verified
627365,MA,4 years,RENT,88000,Not Verified
627436,CO,5 years,MORTGAGE,72000,Not Verified
627468,NY,2 years,RENT,17000,Not Verified
627469,MA,10+ years,MORTGAGE,48000,Not Verified
627477,NY,10+ years,RENT,68000,Not Verified
627499,NY,< 1 year,RENT,65000,Not Verified
627508,CA,4 years,MORTGAGE,90636,Not Verified
627523,CA,10+ years,RENT,65000,Not Verified
627526,AL,10+ years,MORTGAGE,62500,Not Verified
627583,MD,7 years,MORTGAGE,114000,Not Verified
627601,CA,4 years,RENT,55000,Not Verified
627612,CA,8 years,RENT,40000,Not Verified
627659,PA,5 years,MORTGAGE,35300,Not Verified
627737,TX,3 years,MORTGAGE,69000,Not Verified
627746,AZ,4 years,MORTGAGE,47000,Not Verified
627802,NM,9 years,MORTGAGE,94000,Not Verified
627807,CA,5 years,RENT,40320,Not Verified
627821,SC,10+ years,MORTGAGE,25000,Not Verified
627851,NJ,< 1 year,MORTGAGE,65000,Not Verified
627854,NJ,2 years,RENT,50000,Not Verified
627862,IL,4 years,MORTGAGE,195000,Not Verified
627866,NY,8 years,MORTGAGE,107000,Verified
627879,SC,5 years,MORTGAGE,48000,Verified
627895,MN,5 years,MORTGAGE,45691.7,Not Verified
627984,NY,1 year,RENT,190000,Not Verified
628083,MA,3 years,MORTGAGE,75000,Not Verified
628092,MA,< 1 year,RENT,60000,Not Verified
628106,NV,3 years,MORTGAGE,145000,Not Verified
628198,NJ,3 years,RENT,70000,Verified
628206,NH,2 years,RENT,37920,Not Verified
628238,PA,10+ years,RENT,53591,Not Verified
628255,TX,5 years,RENT,52582,Not Verified
628279,TX,4 years,MORTGAGE,40900,Not Verified
628286,FL,4 years,MORTGAGE,55000,Verified
628318,FL,10+ years,MORTGAGE,80000,Not Verified
628322,VA,4 years,MORTGAGE,120000,Verified
628339,NV,5 years,MORTGAGE,46000,Not Verified
628349,MA,3 years,MORTGAGE,68500,Not Verified
628402,CA,2 years,MORTGAGE,48000,Not Verified
628412,CA,3 years,RENT,38000,Not Verified
628413,NY,3 years,OWN,65000,Not Verified
628418,GA,10+ years,MORTGAGE,500000,Not Verified
628425,NY,10+ years,RENT,103000,Not Verified
628435,NY,2 years,OWN,55000,Not Verified
628451,TX,1 year,RENT,111000,Not Verified
628473,NY,3 years,RENT,28685,Not Verified
628497,IL,8 years,MORTGAGE,40000,Not Verified
628509,OR,10+ years,MORTGAGE,68000,Not Verified
628531,FL,10+ years,MORTGAGE,36000,Not Verified
628538,CT,10+ years,MORTGAGE,79000,Not Verified
628555,PA,2 years,MORTGAGE,41600,Not Verified
628591,VA,10+ years,MORTGAGE,85000,Not Verified
628675,IL,7 years,RENT,36000,Not Verified
628692,WA,4 years,RENT,90000,Not Verified
628729,CA,1 year,MORTGAGE,48000,Not Verified
628779,CA,10+ years,RENT,59578.44,Not Verified
628780,CA,5 years,RENT,120000,Not Verified
628786,FL,4 years,MORTGAGE,45000,Not Verified
628800,GA,6 years,MORTGAGE,43000,Not Verified
628866,NY,8 years,RENT,43000,Not Verified
628869,CA,1 year,RENT,19200,Not Verified
628923,MA,10+ years,OWN,93000,Verified
628939,IL,9 years,MORTGAGE,50000,Not Verified
628968,WA,4 years,MORTGAGE,273655,Source Verified
628974,LA,6 years,MORTGAGE,105999.8,Not Verified
628992,MO,10+ years,RENT,103992,Verified
629027,CT,7 years,MORTGAGE,86000,Not Verified
629054,TX,4 years,MORTGAGE,48600,Not Verified
629065,CA,3 years,RENT,47000,Verified
629097,GA,10+ years,MORTGAGE,60000,Not Verified
629114,NY,3 years,RENT,60000,Not Verified
629117,CA,1 year,RENT,45600,Not Verified
629172,FL,4 years,MORTGAGE,40320,Not Verified
629192,CA,9 years,RENT,22000,Source Verified
629195,NY,< 1 year,OWN,45000,Not Verified
629215,TX,2 years,RENT,63000,Not Verified
629227,OR,< 1 year,RENT,47184,Not Verified
629230,CA,10+ years,MORTGAGE,105897,Verified
629257,CA,10+ years,MORTGAGE,54000,Not Verified
629271,MA,10+ years,RENT,82000,Not Verified
629275,CA,3 years,RENT,60000,Not Verified
629317,DC,3 years,RENT,57057,Not Verified
629333,TX,5 years,RENT,18000,Not Verified
629350,TX,6 years,MORTGAGE,200000,Not Verified
629397,UT,10+ years,MORTGAGE,74678,Not Verified
629399,FL,2 years,MORTGAGE,38000,Not Verified
629428,NY,3 years,RENT,45000,Not Verified
629454,MN,8 years,MORTGAGE,56000,Not Verified
629474,FL,10+ years,RENT,57000,Not Verified
629486,FL,5 years,MORTGAGE,45000,Not Verified
629506,MD,4 years,OWN,92000,Not Verified
629568,NY,2 years,RENT,58000,Not Verified
629601,TX,2 years,OWN,20800,Not Verified
629605,NY,10+ years,MORTGAGE,42000,Not Verified
629611,FL,1 year,RENT,28080,Not Verified
629630,CA,4 years,RENT,55000,Not Verified
629645,PA,2 years,MORTGAGE,61000,Verified
629661,CA,6 years,MORTGAGE,123000,Not Verified
629662,PA,5 years,MORTGAGE,130000,Not Verified
629668,IL,2 years,MORTGAGE,87500,Not Verified
629687,DC,1 year,RENT,70000,Not Verified
629699,MI,10+ years,RENT,72516,Not Verified
629715,TX,3 years,MORTGAGE,55000,Not Verified
629718,CA,8 years,MORTGAGE,90000,Not Verified
629746,WI,3 years,RENT,75000,Not Verified
629747,TX,3 years,RENT,67500,Not Verified
629780,CO,8 years,RENT,48000,Not Verified
629830,CT,10+ years,MORTGAGE,76209,Not Verified
629848,WI,2 years,RENT,130000,Not Verified
629851,FL,< 1 year,RENT,105000,Not Verified
629871,NY,6 years,RENT,95000,Not Verified
629872,FL,5 years,MORTGAGE,73000,Not Verified
629874,VA,1 year,RENT,24000,Not Verified
629877,NY,4 years,RENT,100000,Not Verified
629910,NY,10+ years,MORTGAGE,33600,Not Verified
629917,FL,10+ years,MORTGAGE,89000,Not Verified
629926,TX,7 years,RENT,155000,Not Verified
629932,NJ,10+ years,MORTGAGE,50000,Not Verified
629950,CT,2 years,RENT,33000,Not Verified
629954,VA,2 years,MORTGAGE,45000,Not Verified
629964,CA,5 years,RENT,42000,Not Verified
629969,CA,9 years,RENT,78000,Source Verified
629992,PA,< 1 year,RENT,51000,Not Verified
630007,NY,< 1 year,RENT,48000,Verified
630016,IL,5 years,RENT,37200,Not Verified
630030,NY,2 years,RENT,60000,Not Verified
630035,MN,3 years,MORTGAGE,66500,Not Verified
630040,NJ,2 years,OWN,63000,Not Verified
630046,AL,10+ years,OWN,25000,Not Verified
630060,VA,< 1 year,RENT,42000,Not Verified
630091,OR,1 year,RENT,45000,Not Verified
630095,WI,4 years,RENT,39500,Not Verified
630102,PA,10+ years,MORTGAGE,185000,Verified
630103,CO,9 years,RENT,53000,Not Verified
630108,GA,1 year,RENT,85500,Not Verified
630127,LA,8 years,MORTGAGE,39000,Not Verified
630129,CA,3 years,MORTGAGE,113000,Not Verified
630195,CO,5 years,MORTGAGE,68902.67,Not Verified
630205,CT,5 years,RENT,35000,Not Verified
630209,OH,10+ years,OWN,40000,Not Verified
630211,CA,1 year,RENT,42000,Not Verified
630242,HI,3 years,RENT,36000,Not Verified
630255,GA,2 years,MORTGAGE,77500,Verified
630302,CA,7 years,RENT,32400,Not Verified
630338,GA,10+ years,MORTGAGE,46551,Not Verified
630370,WA,< 1 year,RENT,43200,Not Verified
630374,KY,2 years,MORTGAGE,50000,Not Verified
630379,MI,1 year,MORTGAGE,40800,Not Verified
630390,MA,6 years,RENT,63000,Not Verified
630397,IL,3 years,OWN,76000,Not Verified
630401,GA,4 years,RENT,37500,Not Verified
630439,PA,5 years,RENT,100000,Not Verified
630456,AL,5 years,MORTGAGE,69930,Not Verified
630466,FL,2 years,MORTGAGE,50000,Not Verified
630472,CO,7 years,MORTGAGE,63800,Not Verified
630477,NY,< 1 year,RENT,29820,Not Verified
630502,CA,5 years,RENT,28800,Not Verified
630514,CO,1 year,RENT,19250,Not Verified
630527,IL,10+ years,MORTGAGE,100000,Not Verified
630528,NY,2 years,RENT,45000,Not Verified
630530,IL,2 years,RENT,38000,Not Verified
630581,GA,5 years,MORTGAGE,49000,Not Verified
630614,NY,10+ years,MORTGAGE,65000,Not Verified
630630,FL,5 years,MORTGAGE,54000,Not Verified
630636,IL,< 1 year,RENT,25000,Not Verified
630712,PA,2 years,RENT,27000,Verified
630760,CT,5 years,MORTGAGE,62000,Not Verified
630781,GA,7 years,MORTGAGE,66000,Not Verified
630783,NY,3 years,MORTGAGE,88000,Not Verified
630840,SC,4 years,OWN,36662,Not Verified
630854,PA,7 years,RENT,50000,Not Verified
630888,SC,< 1 year,RENT,34200,Not Verified
630915,AZ,2 years,RENT,14400,Not Verified
630921,CA,4 years,RENT,88000,Not Verified
630927,TX,5 years,MORTGAGE,40000,Not Verified
630928,PA,10+ years,MORTGAGE,150000,Not Verified
630948,NJ,3 years,MORTGAGE,280000,Verified
630969,CO,1 year,RENT,38126,Not Verified
630986,TX,8 years,MORTGAGE,80000,Not Verified
631010,CA,3 years,MORTGAGE,50400,Not Verified
631017,CA,< 1 year,RENT,50000,Not Verified
631022,VA,3 years,MORTGAGE,106000,Not Verified
631033,OH,10+ years,MORTGAGE,24000,Not Verified
631052,NJ,10+ years,MORTGAGE,75000,Not Verified
631057,FL,1 year,RENT,55000,Not Verified
631135,CA,7 years,RENT,110000,Verified
631148,TX,10+ years,MORTGAGE,70000,Not Verified
631161,CA,10+ years,MORTGAGE,78000,Not Verified
631169,FL,< 1 year,RENT,10668,Not Verified
631176,GA,5 years,RENT,33000,Not Verified
631223,CA,10+ years,MORTGAGE,66560,Not Verified
631236,CA,10+ years,MORTGAGE,320000,Verified
631288,GA,8 years,MORTGAGE,70000,Not Verified
631338,MA,6 years,RENT,110000,Not Verified
631352,WY,10+ years,MORTGAGE,68000,Not Verified
631364,NJ,10+ years,MORTGAGE,120000,Verified
631382,TX,1 year,RENT,80000,Not Verified
631383,MD,< 1 year,RENT,31200,Not Verified
631389,VA,6 years,RENT,70000,Not Verified
631425,PA,10+ years,MORTGAGE,86500,Not Verified
631431,NJ,9 years,MORTGAGE,120000,Not Verified
631445,MD,< 1 year,RENT,115200,Verified
631471,VA,2 years,RENT,54600,Not Verified
631476,AL,< 1 year,OWN,20000,Not Verified
631479,NJ,1 year,RENT,65000,Not Verified
631489,CA,2 years,RENT,52000,Not Verified
631494,VA,10+ years,MORTGAGE,55000,Not Verified
631510,CA,10+ years,MORTGAGE,80000,Not Verified
631512,TX,10+ years,MORTGAGE,85000,Not Verified
631526,MA,4 years,RENT,50000,Not Verified
631539,DC,< 1 year,RENT,70000,Not Verified
631541,GA,7 years,RENT,48000,Not Verified
631546,MA,10+ years,MORTGAGE,305000,Verified
631604,NY,10+ years,OWN,23400,Not Verified
631620,NV,3 years,MORTGAGE,72000,Not Verified
631638,SC,10+ years,MORTGAGE,42000,Source Verified
631676,DC,1 year,RENT,47000,Not Verified
631677,CA,1 year,RENT,38000,Not Verified
631696,MO,2 years,OWN,50000,Not Verified
631708,NY,3 years,RENT,25000,Not Verified
631711,MI,2 years,MORTGAGE,24000,Not Verified
631716,NJ,3 years,RENT,79000,Not Verified
631728,CA,10+ years,RENT,48804,Not Verified
631733,NJ,< 1 year,RENT,14400,Not Verified
631742,MI,2 years,RENT,60000,Verified
631747,MA,2 years,RENT,77250,Verified
631761,CO,10+ years,MORTGAGE,65000,Not Verified
631778,MO,10+ years,RENT,64000,Not Verified
631788,AZ,9 years,MORTGAGE,37100,Not Verified
631800,PA,2 years,RENT,35000,Not Verified
631808,WA,7 years,RENT,40000,Not Verified
631897,MI,8 years,RENT,25200,Source Verified
631898,VA,2 years,RENT,49356,Not Verified
631925,OH,8 years,MORTGAGE,90305,Not Verified
631932,TX,4 years,MORTGAGE,48000,Not Verified
631941,OH,5 years,RENT,33000,Source Verified
631956,DC,9 years,RENT,47233,Verified
632018,NY,2 years,RENT,42000,Not Verified
632036,CA,10+ years,MORTGAGE,90000,Verified
632082,SC,10+ years,MORTGAGE,72000,Verified
632100,CA,10+ years,RENT,49270,Not Verified
632136,MO,8 years,OWN,53000,Not Verified
632142,TX,2 years,RENT,21000,Not Verified
632166,CA,10+ years,MORTGAGE,72000,Not Verified
632168,UT,1 year,MORTGAGE,68000,Not Verified
632169,NY,3 years,RENT,65000,Not Verified
632190,OH,3 years,MORTGAGE,63000,Not Verified
632219,NY,2 years,RENT,165000,Not Verified
632290,NJ,10+ years,RENT,49000,Verified
632297,CO,3 years,MORTGAGE,40800,Not Verified
632309,NY,10+ years,RENT,40000,Not Verified
632379,CA,5 years,MORTGAGE,120000,Not Verified
632384,NJ,1 year,RENT,20000,Not Verified
632409,NY,10+ years,RENT,62839,Verified
632427,MI,10+ years,MORTGAGE,85680,Not Verified
632441,TX,5 years,RENT,125000,Verified
632468,CA,< 1 year,RENT,42000,Not Verified
632515,CA,9 years,RENT,52000,Verified
632602,MD,1 year,RENT,38000,Not Verified
632607,CA,2 years,RENT,58000,Not Verified
632618,VA,3 years,OWN,11440,Not Verified
632633,VA,10+ years,MORTGAGE,30000,Not Verified
632677,WA,3 years,RENT,77000,Not Verified
632687,CA,3 years,MORTGAGE,52000,Not Verified
632706,NY,10+ years,RENT,60000,Not Verified
632731,FL,4 years,RENT,60000,Not Verified
632762,CA,7 years,RENT,113000,Verified
632767,NY,10+ years,RENT,54000,Not Verified
632792,CA,3 years,RENT,43200,Not Verified
632796,FL,9 years,MORTGAGE,43000,Verified
632817,WI,4 years,RENT,33078,Not Verified
632849,WA,8 years,MORTGAGE,60000,Not Verified
632851,NM,1 year,MORTGAGE,45000,Not Verified
632905,TX,1 year,RENT,37850,Not Verified
632919,OR,2 years,RENT,45600,Not Verified
632949,MO,< 1 year,RENT,170004,Verified
632964,AZ,8 years,MORTGAGE,78000,Not Verified
632967,CA,5 years,RENT,42000,Not Verified
632968,GA,10+ years,MORTGAGE,37000,Not Verified
632974,MA,4 years,OWN,25000,Not Verified
632990,CA,< 1 year,RENT,60000,Not Verified
633030,VA,5 years,RENT,60000,Not Verified
633114,OH,10+ years,MORTGAGE,36000,Not Verified
633122,WA,4 years,RENT,33000,Not Verified
633162,NH,4 years,RENT,30000,Not Verified
633165,CO,8 years,RENT,36000,Not Verified
633172,WA,3 years,MORTGAGE,81120,Verified
633282,WA,< 1 year,RENT,42000,Not Verified
633295,NY,< 1 year,MORTGAGE,150000,Not Verified
633393,MA,2 years,MORTGAGE,70000,Not Verified
633398,KY,2 years,RENT,44400,Not Verified
633411,NY,10+ years,RENT,135000,Not Verified
633419,CT,2 years,RENT,15600,Not Verified
633434,MA,2 years,RENT,55000,Not Verified
633435,AL,2 years,MORTGAGE,120000,Verified
633436,CA,10+ years,RENT,50000,Verified
633478,PA,2 years,RENT,67000,Not Verified
633488,WY,9 years,MORTGAGE,68000,Not Verified
633537,FL,10+ years,MORTGAGE,43000,Not Verified
633572,MO,2 years,RENT,28038,Not Verified
633587,VA,< 1 year,MORTGAGE,80000,Not Verified
633636,PA,5 years,MORTGAGE,48840,Not Verified
633644,NV,10+ years,MORTGAGE,53184,Not Verified
633654,TX,2 years,RENT,24000,Not Verified
633662,NY,3 years,MORTGAGE,60000,Not Verified
633665,OK,10+ years,MORTGAGE,60000,Not Verified
633707,VA,3 years,MORTGAGE,80000,Verified
633714,NJ,2 years,RENT,62000,Not Verified
633715,CA,10+ years,MORTGAGE,250000,Not Verified
633723,MA,5 years,RENT,31000,Not Verified
633797,MD,10+ years,MORTGAGE,138571,Verified
633799,OR,5 years,OWN,72000,Not Verified
633837,NH,9 years,MORTGAGE,46873.12,Not Verified
633866,MA,2 years,RENT,306000,Verified
633900,IL,10+ years,MORTGAGE,70000,Not Verified
633938,DC,6 years,RENT,82000,Verified
633968,CA,3 years,RENT,36000,Not Verified
634010,WA,< 1 year,MORTGAGE,90000,Verified
634014,NJ,10+ years,MORTGAGE,120000,Verified
634031,NY,2 years,OWN,47000,Not Verified
634062,FL,10+ years,MORTGAGE,43200,Not Verified
634092,IL,3 years,RENT,41000,Not Verified
634105,VA,1 year,RENT,62500,Verified
634121,GA,10+ years,MORTGAGE,50000,Not Verified
634142,OH,10+ years,MORTGAGE,67000,Not Verified
634147,GA,< 1 year,RENT,34132.8,Not Verified
634215,IL,4 years,RENT,30000,Verified
634221,NY,5 years,RENT,37818,Not Verified
634235,FL,8 years,RENT,220000,Not Verified
634323,MA,3 years,RENT,53000,Source Verified
634331,WA,4 years,MORTGAGE,96000,Verified
634342,GA,10+ years,MORTGAGE,71046.94,Not Verified
634358,IL,10+ years,MORTGAGE,74500,Not Verified
634361,MD,3 years,MORTGAGE,65993,Not Verified
634373,CO,10+ years,RENT,42000,Not Verified
