loan_id,customer_id,loan_amount,int_rate,installment,grade,sub_grade,loan_status,purpose,dti,total_payment,issue_date
1044801,1275166,1500,0.1465,51.75,C,C3,Fully Paid,Debt consolidation,0.0264,1862,2021-11-11
302796,302742,1500,0.1229,50.03,C,C5,Fully Paid,Debt consolidation,0.0418,1801,2021-03-08
467930,589059,18200,0.1426,624.37,C,C5,Fully Paid,Debt consolidation,0.1565,21536,2021-12-09
860705,1057143,9000,0.1299,303.21,C,C1,Fully Paid,Debt consolidation,0.1571,10026,2021-08-11
577452,742566,3500,0.1398,119.59,C,C3,Fully Paid,Debt consolidation,0.168,4344,2021-09-10
434265,517934,15850,0.1426,543.75,C,C5,Fully Paid,Debt consolidation,0.2266,18656,2021-08-09
454392,562638,3600,0.1287,121.08,C,C1,Fully Paid,Debt consolidation,0.0158,4359,2021-11-09
483989,616029,4000,0.1273,134.27,C,C1,Fully Paid,Debt consolidation,0.0936,4834,2021-02-10
469156,591444,5000,0.1392,170.69,C,C4,Fully Paid,Debt consolidation,0.2198,6232,2021-12-09
599147,768975,4800,0.1472,165.74,C,C5,Fully Paid,Debt consolidation,0.209,5967,2021-10-10
348819,350185,7500,0.1197,249,C,C4,Fully Paid,Debt consolidation,0.0789,8880,2021-06-08
314843,314840,5000,0.1197,166,C,C4,Fully Paid,Debt consolidation,0.1303,5976,2021-04-08
549796,708753,7000,0.1398,239.18,C,C3,Fully Paid,Debt consolidation,0.228,8371,2021-07-10
446340,545773,5600,0.1565,195.93,D,D4,Fully Paid,Debt consolidation,0.0694,7053,2021-10-09
489202,624087,17000,0.1607,598.3,D,D5,Fully Paid,Debt consolidation,0.2058,21788,2021-03-10
499006,640253,10000,0.1459,344.65,D,D1,Fully Paid,Debt consolidation,0.2117,12098,2021-04-10
907139,1127690,6625,0.1677,235.45,D,D2,Fully Paid,Debt consolidation,0.2496,8236,2021-10-11
465903,584836,24250,0.1496,840.15,D,D2,Fully Paid,Debt consolidation,0.2174,30245,2021-12-09
587428,754711,3500,0.1558,122.33,D,D3,Fully Paid,Debt consolidation,0.0072,4404,2021-09-10
491618,628318,25000,0.1533,870.71,D,D3,Fully Paid,Debt consolidation,0.2257,27086,2021-03-10
469964,593105,15000,0.16,527.36,D,D5,Fully Paid,Debt consolidation,0.1891,18883,2021-01-10
456474,566902,4800,0.16,168.76,D,D5,Fully Paid,Debt consolidation,0.0606,6069,2021-11-09
290199,290196,20000,0.1261,670.13,D,D1,Fully Paid,Debt consolidation,0.134,23820,2021-03-08
542601,700187,7400,0.1484,255.95,D,D1,Fully Paid,Debt consolidation,0.1783,9214,2021-07-10
618343,792667,15000,0.1483,518.74,D,D3,Fully Paid,Debt consolidation,0.1556,15717,2021-11-10
489130,623978,25000,0.157,875.27,D,D4,Fully Paid,Debt consolidation,0.2311,30795,2021-03-10
346294,345828,7500,0.1387,255.86,D,D5,Fully Paid,Debt consolidation,0.1924,9211,2021-05-08
528790,683896,10000,0.1484,345.88,D,D1,Fully Paid,Debt consolidation,0.0794,12452,2021-06-10
495303,634361,9000,0.1459,310.19,D,D1,Fully Paid,Debt consolidation,0.2013,11021,2021-03-10
540779,698139,9600,0.1521,333.78,D,D2,Fully Paid,Debt consolidation,0.1943,10785,2021-07-10
507907,655165,19400,0.1607,682.77,D,D5,Fully Paid,Debt consolidation,0.0725,21934,2021-05-10
838220,1048285,2000,0.1562,69.94,D,D1,Fully Paid,Debt consolidation,0.0803,2518,2021-08-11
481485,612381,5000,0.1496,173.24,D,D2,Fully Paid,Debt consolidation,0.1324,6237,2021-02-10
775126,977360,9600,0.1599,337.47,D,D2,Fully Paid,Debt consolidation,0.1106,11123,2021-06-11
497384,637654,10000,0.1496,346.47,D,D2,Fully Paid,Debt consolidation,0.1965,12473,2021-03-10
502595,646377,2000,0.1496,69.3,D,D2,Fully Paid,Debt consolidation,0.208,2554,2021-04-10
486422,619904,16000,0.157,560.18,D,D4,Fully Paid,Debt consolidation,0.0929,18630,2021-03-10
460855,575603,12000,0.1565,419.84,D,D4,Fully Paid,Debt consolidation,0.0821,15115,2021-11-09
780371,983154,15000,0.1849,545.99,D,D5,Fully Paid,Debt consolidation,0.1915,19655,2021-06-11
492720,630195,25000,0.157,875.27,D,D4,Fully Paid,Debt consolidation,0.2262,31277,2021-03-10
535352,691770,16500,0.1484,570.69,D,D1,Fully Paid,Debt consolidation,0.089,20545,2021-06-10
602852,773511,12000,0.1483,414.99,D,D3,Fully Paid,Debt consolidation,0.0554,13978,2021-10-10
485821,619007,16000,0.1533,557.26,D,D3,Fully Paid,Debt consolidation,0.1592,20064,2021-02-10
509330,657348,10000,0.1496,346.47,D,D2,Fully Paid,Debt consolidation,0.1493,12029,2021-04-10
499806,641678,12000,0.1533,417.94,D,D3,Fully Paid,Debt consolidation,0.1391,14206,2021-04-10
488243,622574,20000,0.1496,692.93,D,D2,Fully Paid,Debt consolidation,0.2187,24946,2021-03-10
461717,577225,6250,0.1531,217.6,D,D3,Fully Paid,Debt consolidation,0.1373,7834,2021-11-09
484764,398393,25000,0.1533,870.71,D,D3,Fully Paid,Debt consolidation,0.1616,31237,2021-02-10
474462,600152,25000,0.1531,870.39,D,D3,Fully Paid,Debt consolidation,0.0839,30397,2021-01-10
513523,663550,2800,0.1607,98.55,D,D5,Fully Paid,Debt consolidation,0.05,3564,2021-05-10
970600,1191873,1000,0.1629,35.31,D,D1,Fully Paid,Debt consolidation,0.1995,1271,2021-09-11
347805,346553,7500,0.1261,251.3,D,D1,Fully Paid,Debt consolidation,0.2058,9047,2021-05-08
452896,559429,24150,0.1461,832.58,D,D1,Fully Paid,Debt consolidation,0.1388,32298,2021-11-09
482368,613602,10000,0.1496,346.47,D,D2,Fully Paid,Debt consolidation,0.1642,12473,2021-02-10
587343,754587,12000,0.1521,417.22,D,D2,Fully Paid,Debt consolidation,0.0459,15020,2021-09-10
566825,729214,12000,0.1558,419.41,D,D3,Fully Paid,Debt consolidation,0.115,15099,2021-08-10
492370,629662,25000,0.1496,866.16,D,D2,Fully Paid,Debt consolidation,0.1476,31182,2021-03-10
798635,1003770,12000,0.1562,419.64,D,D1,Fully Paid,Debt consolidation,0.0447,15107,2021-09-11
389701,424147,8000,0.1474,276.3,D,D3,Fully Paid,Debt consolidation,0.1544,9947,2021-04-09
884680,1100135,6400,0.1629,225.93,D,D1,Fully Paid,Debt consolidation,0.0914,7654,2021-09-11
516486,667538,13000,0.1533,452.76,D,D3,Fully Paid,Debt consolidation,0.1589,16185,2021-05-10
353366,356970,7500,0.1317,238.13,D,D2,Fully Paid,Debt consolidation,0.2303,7349,2021-08-08
530408,685857,15000,0.1558,524.26,D,D3,Fully Paid,Debt consolidation,0.167,16748,2021-06-10
721856,916564,10000,0.1528,348.03,D,D3,Fully Paid,Debt consolidation,0.1588,12529,2021-04-11
637843,817068,7000,0.1409,239.55,D,D1,Fully Paid,Debt consolidation,0.1518,8382,2021-12-10
804141,1009976,12500,0.1599,439.41,D,D2,Fully Paid,Debt consolidation,0.1733,15733,2021-07-11
444444,541887,5000,0.1461,172.38,D,D1,Fully Paid,Debt consolidation,0.2092,6205,2021-10-09
965179,1169180,7200,0.1629,254.17,D,D1,Fully Paid,Debt consolidation,0.1916,8553,2021-09-11
475642,602206,18000,0.1496,623.61,D,D2,Fully Paid,Debt consolidation,0.111,22451,2021-01-10
477531,605759,15000,0.1531,522.23,D,D3,Fully Paid,Debt consolidation,0.1679,17274,2021-01-10
542610,700196,8000,0.1558,279.61,D,D3,Fully Paid,Debt consolidation,0.2409,10066,2021-07-10
523085,676747,25000,0.1558,570.56,D,D3,Fully Paid,Debt consolidation,0.2423,19122,2021-06-10
488594,623182,9800,0.157,343.11,D,D4,Fully Paid,Debt consolidation,0.1184,12352,2021-02-10
892658,1109668,8000,0.1727,286.3,D,D3,Fully Paid,Debt consolidation,0.0932,10023,2021-09-11
462396,578411,10000,0.1531,348.16,D,D3,Fully Paid,Debt consolidation,0.1502,12534,2021-12-09
395712,435435,4000,0.1537,139.39,D,D5,Fully Paid,Debt consolidation,0.0191,4906,2021-05-09
472795,597079,7500,0.1484,259.41,D,D1,Fully Paid,Debt consolidation,0.1025,8471,2021-07-10
351878,351266,7500,0.138,255.61,D,D4,Fully Paid,Debt consolidation,0.1816,9159,2021-07-08
434585,518535,5500,0.1461,189.62,D,D1,Fully Paid,Debt consolidation,0.0804,6826,2021-08-09
876782,1091465,2000,0.1562,69.94,D,D1,Fully Paid,Debt consolidation,0.0584,2518,2021-09-11
764047,964720,9000,0.1599,316.37,D,D2,Fully Paid,Debt consolidation,0.0729,10144,2021-05-11
373834,394294,4500,0.1442,154.73,D,D2,Fully Paid,Debt consolidation,0.0758,5520,2021-01-09
361874,370752,9975,0.1399,340.88,D,D3,Fully Paid,Debt consolidation,0.0415,12271,2021-11-08
853861,1066054,17000,0.1689,605.17,D,D4,Fully Paid,Debt consolidation,0.1829,21786,2021-08-11
935790,1156541,12000,0.1677,426.47,D,D2,Fully Paid,Debt consolidation,0.1832,15192,2021-11-11
1032007,1261438,11100,0.1677,394.48,D,D2,Fully Paid,Debt consolidation,0.1455,14196,2021-11-11
815350,1023006,11200,0.1689,398.7,D,D4,Fully Paid,Debt consolidation,0.1444,11512,2021-07-11
449313,551848,13000,0.16,457.05,D,D5,Fully Paid,Debt consolidation,0.1887,16454,2021-10-09
484143,616325,3000,0.1496,103.94,D,D2,Fully Paid,Debt consolidation,0.2384,3707,2021-02-10
499044,640324,25000,0.1533,870.71,D,D3,Fully Paid,Debt consolidation,0.1628,29213,2021-04-10
862932,1076041,8400,0.1689,299.03,D,D4,Fully Paid,Debt consolidation,0.0724,10652,2021-08-11
366231,377973,1000,0.1442,34.39,D,D2,Fully Paid,Debt consolidation,0.0739,1238,2021-12-08
458470,570658,10000,0.1565,349.87,D,D4,Fully Paid,Debt consolidation,0.2223,12595,2021-11-09
463800,580863,25000,0.16,878.94,D,D5,Fully Paid,Debt consolidation,0.108,31642,2021-12-09
616744,790763,8600,0.1409,294.31,D,D1,Fully Paid,Debt consolidation,0.1748,10048,2021-11-10
473133,597727,25000,0.1531,870.39,D,D3,Fully Paid,Debt consolidation,0.1636,31336,2021-01-10
547759,706296,16000,0.1632,565.05,D,D5,Fully Paid,Debt consolidation,0.1195,20343,2021-07-10
1040144,1270519,10000,0.1677,355.39,D,D2,Fully Paid,Debt consolidation,0.1113,11031,2021-11-11
502409,646079,6000,0.1459,206.79,D,D1,Fully Paid,Debt consolidation,0.1841,7445,2021-04-10
475220,601450,10750,0.1496,372.44,D,D2,Fully Paid,Debt consolidation,0.2245,12054,2021-01-10
486977,620710,25000,0.1459,861.63,D,D1,Fully Paid,Debt consolidation,0.1815,27486,2021-03-10
469044,591251,9600,0.1496,332.6,D,D2,Fully Paid,Debt consolidation,0.0556,10673,2021-12-09
494246,632687,2500,0.1459,86.17,D,D1,Fully Paid,Debt consolidation,0.1311,3087,2021-03-10
571256,734834,6000,0.1521,208.61,D,D2,Fully Paid,Debt consolidation,0.1323,7440,2021-09-10
636189,814994,7000,0.1409,239.55,D,D1,Fully Paid,Debt consolidation,0.1338,8625,2021-12-10
587316,754542,5400,0.1521,187.75,D,D2,Fully Paid,Debt consolidation,0.1069,5904,2021-10-10
492076,629172,15000,0.1607,527.91,D,D5,Fully Paid,Debt consolidation,0.1301,18564,2021-03-10
453965,561741,15000,0.1531,522.23,D,D3,Fully Paid,Debt consolidation,0.1215,17640,2021-11-09
531524,687167,8000,0.1521,278.15,D,D2,Fully Paid,Debt consolidation,0.1913,10037,2021-06-10
833183,1042739,10000,0.1689,355.99,D,D4,Fully Paid,Debt consolidation,0.1706,12742,2021-08-11
477479,605674,16000,0.1607,563.11,D,D5,Fully Paid,Debt consolidation,0.1274,19629,2021-01-10
972487,1194449,3600,0.1677,127.94,D,D2,Fully Paid,Debt consolidation,0.206,3748,2021-10-11
508804,656558,6000,0.1496,207.88,D,D2,Fully Paid,Debt consolidation,0.1645,7484,2021-04-10
481901,612939,13000,0.1533,452.77,D,D3,Fully Paid,Debt consolidation,0.2276,16051,2021-02-10
391569,410989,20000,0.1474,690.74,D,D3,Fully Paid,Debt consolidation,0.1551,24866,2021-04-09
479536,609346,11000,0.1533,383.12,D,D3,Fully Paid,Debt consolidation,0.2412,13792,2021-01-10
398779,440891,18000,0.1411,616.12,D,D1,Fully Paid,Debt consolidation,0.1449,22180,2021-05-09
595051,764035,5000,0.1446,172.01,D,D2,Fully Paid,Debt consolidation,0.1434,6134,2021-10-10
599533,769491,7000,0.1484,242.11,D,D1,Fully Paid,Debt consolidation,0.1746,8244,2021-10-10
535858,692356,10750,0.1595,377.68,D,D4,Fully Paid,Debt consolidation,0.2278,12451,2021-06-10
780216,982984,8000,0.1562,279.76,D,D1,Fully Paid,Debt consolidation,0.1238,10087,2021-06-11
387195,419954,4900,0.1411,167.73,D,D1,Fully Paid,Debt consolidation,0.0322,6038,2021-03-09
556822,716968,3250,0.1521,113,D,D2,Fully Paid,Debt consolidation,0.2435,4068,2021-08-10
806888,1013291,10000,0.1649,354,D,D3,Fully Paid,Debt consolidation,0.1746,12744,2021-07-11
385004,416487,9600,0.1474,331.56,D,D3,Fully Paid,Debt consolidation,0.2088,11936,2021-03-09
441419,535492,13000,0.16,457.05,D,D5,Fully Paid,Debt consolidation,0.2389,16454,2021-09-09
500349,642585,17500,0.1459,603.14,D,D1,Fully Paid,Debt consolidation,0.1391,18124,2021-04-10
393491,431544,6600,0.1442,226.93,D,D2,Fully Paid,Debt consolidation,0.1108,8169,2021-04-09
450579,554340,5500,0.1496,190.55,D,D2,Fully Paid,Debt consolidation,0.1874,6825,2021-10-09
472894,597307,17400,0.1607,612.38,D,D5,Fully Paid,Debt consolidation,0.099,22048,2021-02-10
469850,592875,24250,0.1531,844.28,D,D3,Fully Paid,Debt consolidation,0.1988,30383,2021-01-10
480443,610780,25000,0.1533,870.71,D,D3,Fully Paid,Debt consolidation,0.1635,31120,2021-02-10
1013106,1240277,10200,0.1727,365.03,D,D3,Fully Paid,Debt consolidation,0.1539,11284,2021-11-11
482706,614085,24250,0.1533,844.59,D,D3,Fully Paid,Debt consolidation,0.19,30407,2021-02-10
489816,625136,24000,0.1496,831.52,D,D2,Fully Paid,Debt consolidation,0.0935,27348,2021-03-10
66964,247990,7500,0.1324,253.58,D,D3,Fully Paid,Debt consolidation,0.0916,9129,2021-06-08
772794,974789,10000,0.1689,355.99,D,D4,Fully Paid,Debt consolidation,0.1717,12820,2021-06-11
298946,298943,6000,0.1292,201.94,D,D2,Fully Paid,Debt consolidation,0.1532,6940,2021-03-08
1036067,1265933,12000,0.1629,423.61,D,D1,Fully Paid,Debt consolidation,0.117,15277,2021-11-11
968563,1189543,7000,0.1629,247.11,D,D1,Fully Paid,Debt consolidation,0.1093,8316,2021-09-11
392622,429674,4000,0.1474,138.15,D,D3,Fully Paid,Debt consolidation,0.1472,4145,2021-04-09
307293,307290,6600,0.1324,223.15,D,D3,Fully Paid,Debt consolidation,0.22,7360,2021-04-08
504506,649644,11500,0.157,402.63,D,D4,Fully Paid,Debt consolidation,0.2257,14614,2021-04-10
327749,327746,9600,0.1387,327.5,D,D5,Fully Paid,Debt consolidation,0.1862,11770,2021-04-08
469536,592242,25000,0.1496,866.13,D,D2,Fully Paid,Debt consolidation,0.2419,31181,2021-12-09
612862,785823,4000,0.1409,136.89,D,D1,Fully Paid,Debt consolidation,0.228,4929,2021-11-10
482071,613155,7000,0.1496,242.53,D,D2,Fully Paid,Debt consolidation,0.1706,8731,2021-02-10
485099,617894,14000,0.1533,487.6,D,D3,Fully Paid,Debt consolidation,0.2355,16245,2021-02-10
661452,845924,12200,0.1528,424.6,D,D3,Fully Paid,Debt consolidation,0.2223,13595,2021-01-11
709161,901749,2000,0.1528,69.61,D,D3,Fully Paid,Debt consolidation,0.2383,2506,2021-03-11
752928,952552,15275,0.1689,543.76,D,D4,Fully Paid,Debt consolidation,0.2338,19575,2021-05-11
775125,977359,10300,0.1599,362.07,D,D2,Fully Paid,Debt consolidation,0.1567,12197,2021-06-11
512950,662741,23000,0.1496,796.87,D,D2,Fully Paid,Debt consolidation,0.1548,25572,2021-05-10
618734,793105,1400,0.1483,48.42,D,D3,Fully Paid,Debt consolidation,0.2396,1776,2021-11-10
480257,610398,12000,0.1533,417.94,D,D3,Fully Paid,Debt consolidation,0.2048,14653,2021-01-10
460240,574244,19400,0.16,682.06,D,D5,Fully Paid,Debt consolidation,0.126,21519,2021-11-09
1036481,1266355,12000,0.1629,423.61,D,D1,Fully Paid,Debt consolidation,0.1633,15250,2021-11-11
488422,622857,10000,0.1496,346.47,D,D2,Fully Paid,Debt consolidation,0.2483,12247,2021-03-10
586275,753189,7500,0.1521,260.77,D,D2,Fully Paid,Debt consolidation,0.1474,9404,2021-09-10
498967,640196,25000,0.1459,861.63,D,D1,Fully Paid,Debt consolidation,0.0022,31019,2021-04-10
834473,1044320,7500,0.1599,263.65,D,D2,Fully Paid,Debt consolidation,0.2174,7601,2021-08-11
505258,650970,8000,0.1645,283.02,E,E1,Fully Paid,Debt consolidation,0.1893,8809,2021-04-10
364559,375204,14000,0.1568,490.03,E,E1,Fully Paid,Debt consolidation,0.1892,16282,2021-03-09
373630,393876,6500,0.1568,227.51,E,E1,Fully Paid,Debt consolidation,0.1587,8190,2021-01-09
602348,772877,7500,0.1632,264.87,E,E2,Fully Paid,Debt consolidation,0.1254,9311,2021-10-10
287965,287953,19600,0.1513,680.69,E,E4,Fully Paid,Debt consolidation,0.1936,24505,2021-03-08
809559,1016394,1250,0.1929,46.01,E,E4,Fully Paid,Debt consolidation,0.1207,1656,2021-07-11
436271,521398,20000,0.1635,706.59,E,E1,Fully Paid,Debt consolidation,0.0919,24838,2021-09-09
603866,774813,15250,0.1595,535.77,E,E1,Fully Paid,Debt consolidation,0.1946,19289,2021-10-10
454206,562234,15600,0.1635,551.14,E,E1,Fully Paid,Debt consolidation,0.1445,16224,2021-11-09
388497,421998,8000,0.1568,280.02,E,E1,Fully Paid,Debt consolidation,0.163,10080,2021-03-09
1024170,1253054,9000,0.1864,328.27,E,E1,Fully Paid,Debt consolidation,0.0691,11818,2021-11-11
478412,607377,17600,0.1635,621.8,E,E1,Fully Paid,Debt consolidation,0.1735,20457,2021-01-10
451877,557168,20000,0.1635,706.59,E,E1,Fully Paid,Debt consolidation,0.1743,25439,2021-12-09
594400,763276,20700,0.1743,742.45,E,E5,Fully Paid,Debt consolidation,0.222,26731,2021-11-10
388586,420317,15000,0.1568,525.03,E,E1,Fully Paid,Debt consolidation,0.1312,18901,2021-04-09
364487,375099,15000,0.1588,526.47,E,E4,Fully Paid,Debt consolidation,0.1113,18953,2021-12-08
727473,922988,6625,0.164,234.23,E,E1,Fully Paid,Debt consolidation,0.231,8526,2021-04-11
494116,632427,10000,0.1793,361.18,E,E5,Fully Paid,Debt consolidation,0.0847,13003,2021-03-10
463814,580890,20000,0.167,710.03,E,E2,Fully Paid,Debt consolidation,0.1582,24838,2021-12-09
595405,764450,5000,0.1682,177.82,E,E2,Fully Paid,Debt consolidation,0.2397,6402,2021-10-10
801771,1007380,9600,0.1839,348.95,E,E2,Fully Paid,Debt consolidation,0.1469,12510,2021-07-11
380775,408559,8000,0.1568,280.02,E,E1,Fully Paid,Debt consolidation,0.2218,10096,2021-02-09
647184,828030,6000,0.1669,213,E,E3,Fully Paid,Debt consolidation,0.1218,7514,2021-01-11
478749,607945,16000,0.1635,565.27,E,E1,Fully Paid,Debt consolidation,0.248,17786,2021-01-10
453686,535303,20000,0.167,710.03,E,E2,Fully Paid,Debt consolidation,0.0388,25055,2021-11-09
449556,552247,16000,0.167,568.03,E,E2,Fully Paid,Debt consolidation,0.0852,20334,2021-10-09
838593,1048699,16000,0.1799,578.36,E,E1,Fully Paid,Debt consolidation,0.1761,20821,2021-08-11
439875,532012,18000,0.1704,642.14,E,E3,Fully Paid,Debt consolidation,0.1774,23117,2021-09-09
384722,416021,24000,0.1632,847.53,E,E3,Fully Paid,Debt consolidation,0.1493,30017,2021-03-09
375276,397348,6000,0.16,210.95,E,E2,Fully Paid,Debt consolidation,0.1862,7319,2021-02-09
353189,356725,7500,0.1507,260.25,E,E3,Fully Paid,Debt consolidation,0.1944,9384,2021-08-08
384150,414968,16000,0.1632,565.02,E,E3,Fully Paid,Debt consolidation,0.1039,20340,2021-03-09
592017,760370,13000,0.1645,459.94,E,E1,Fully Paid,Debt consolidation,0.2481,16497,2021-10-10
487133,620919,12000,0.1645,424.53,E,E1,Fully Paid,Debt consolidation,0.031,14714,2021-02-10
496340,635969,12000,0.1756,431.18,E,E4,Fully Paid,Debt consolidation,0.2181,16137,2021-04-10
487248,621084,16000,0.1645,566.04,E,E1,Fully Paid,Debt consolidation,0.1474,20386,2021-02-10
377094,400946,15000,0.16,527.36,E,E2,Fully Paid,Debt consolidation,0.0739,19144,2021-02-09
479580,609399,8500,0.1719,303.85,E,E3,Fully Paid,Debt consolidation,0.0786,10939,2021-01-10
448343,549961,7000,0.1913,257.05,F,F4,Fully Paid,Debt consolidation,0.1352,9249,2021-10-09
352990,356394,4000,0.1601,109.01,F,F1,Fully Paid,Debt consolidation,0.2447,3924,2021-08-08
489230,624123,25000,0.1867,912.27,F,F2,Fully Paid,Debt consolidation,0.1521,32349,2021-03-10
490753,626773,24500,0.183,889.44,F,F1,Fully Paid,Debt consolidation,0.2237,32021,2021-03-10
450234,553649,13750,0.1843,500.09,F,F2,Fully Paid,Debt consolidation,0.2404,17429,2021-10-09
375618,398020,19400,0.1853,706.5,F,F5,Fully Paid,Debt consolidation,0.1388,21101,2021-01-09
474393,600055,25000,0.1809,904.88,F,F1,Fully Paid,Debt consolidation,0.1637,32210,2021-01-10
491231,627583,25000,0.2016,931.09,G,G1,Fully Paid,Debt consolidation,0.2312,28458,2021-03-10
989417,1213373,11000,0.1065,358.31,B,B2,Fully Paid,Debt consolidation,0.138,12899,2021-10-11
530529,686018,5600,0.1186,185.63,B,B5,Fully Paid,Debt consolidation,0.0885,6665,2021-06-10
413261,466547,9600,0.1095,314.06,B,B1,Fully Paid,Debt consolidation,0.1521,10531,2021-06-09
477008,513538,10000,0.1253,334.67,B,B5,Fully Paid,Debt consolidation,0.1436,10766,2021-01-10
454192,562203,2100,0.1253,70.28,B,B5,Fully Paid,Debt consolidation,0.0833,2530,2021-11-09
361522,370056,7000,0.1209,232.81,C,C2,Fully Paid,Debt consolidation,0.098,8115,2021-11-08
784755,988002,7500,0.1523,260.84,C,C5,Fully Paid,Debt consolidation,0.0712,8973,2021-06-11
415071,482263,16000,0.1284,537.89,C,C2,Fully Paid,Debt consolidation,0.1716,19391,2021-06-09
1001382,1226965,9750,0.1465,336.32,C,C3,Fully Paid,Debt consolidation,0.2021,12107,2021-10-11
495435,634604,10000,0.1422,342.85,C,C5,Fully Paid,Debt consolidation,0.139,11941,2021-03-10
546030,704177,1400,0.1484,48.43,D,D1,Fully Paid,Debt consolidation,0.148,1743,2021-08-10
454268,562378,4800,0.1461,165.49,D,D1,Fully Paid,Debt consolidation,0.0881,5957,2021-11-09
520169,672426,3000,0.1459,103.4,D,D1,Fully Paid,Debt consolidation,0.242,3722,2021-05-10
484122,616275,13050,0.1459,449.77,D,D1,Fully Paid,Debt consolidation,0.1107,16192,2021-02-10
851178,1063079,16000,0.1749,574.36,D,D5,Fully Paid,Debt consolidation,0.1503,20243,2021-08-11
288720,288717,20000,0.1482,691.55,E,E3,Fully Paid,Debt consolidation,0.2345,25053,2021-03-08
474664,502692,7200,0.1149,237.4,B,B4,Fully Paid,Debt consolidation,0.0451,8426,2021-06-10
383398,413673,18225,0.0963,584.92,A,A5,Fully Paid,Debt consolidation,0.2276,20994,2021-03-09
323300,323293,7000,0.08,219.36,A,A3,Fully Paid,Debt consolidation,0.1581,7893,2021-04-08
430340,510327,4500,0.0963,144.43,A,A5,Fully Paid,Debt consolidation,0.1333,5199,2021-07-09
416369,484846,10400,0.1158,343.34,B,B3,Fully Paid,Debt consolidation,0.0809,12360,2021-06-09
409191,459758,15000,0.1126,492.95,B,B2,Fully Paid,Debt consolidation,0.1486,17651,2021-05-09
352172,355114,10000,0.097,248.99,B,B1,Fully Paid,Debt consolidation,0.0977,8963,2021-07-08
445885,544864,6000,0.1253,200.8,B,B5,Fully Paid,Debt consolidation,0.1728,7229,2021-10-09
434558,518490,12000,0.1426,411.67,C,C5,Fully Paid,Debt consolidation,0.2477,14821,2021-11-09
397651,438541,12000,0.1347,165.38,C,C4,Fully Paid,Debt consolidation,0.2109,5745,2021-05-09
284207,284204,7500,0.1197,249,C,C4,Fully Paid,Debt consolidation,0.1094,8964,2021-03-08
418548,488540,7000,0.1461,241.33,D,D1,Fully Paid,Debt consolidation,0.1064,8688,2021-10-09
445877,544847,8000,0.16,281.26,D,D5,Fully Paid,Debt consolidation,0.0678,9409,2021-10-09
364646,375072,19500,0.1557,681.43,E,E3,Fully Paid,Debt consolidation,0.1457,22153,2021-12-08
798680,1003818,6600,0.0542,199.06,A,A1,Fully Paid,Debt consolidation,0.1169,7087,2021-07-11
987066,1211024,8000,0.0751,248.89,A,A3,Fully Paid,Debt consolidation,0.1805,8960,2021-10-11
804070,1009896,7000,0.0699,216.11,A,A3,Fully Paid,Debt consolidation,0.089,7736,2021-07-11
440285,533082,8000,0.0859,252.89,A,A4,Fully Paid,Debt consolidation,0.203,9104,2021-09-09
1002746,1229011,10000,0.079,312.91,A,A4,Fully Paid,Debt consolidation,0.2311,10962,2021-10-11
449936,552997,5000,0.0859,158.06,A,A4,Fully Paid,Debt consolidation,0.1092,5673,2021-10-09
566078,728225,14400,0.0788,450.45,A,A5,Fully Paid,Debt consolidation,0.1478,16155,2021-08-10
790929,995162,6000,0.0542,180.96,A,A1,Fully Paid,Debt consolidation,0.0772,6240,2021-06-11
857349,1069798,6425,0.0542,193.78,A,A1,Fully Paid,Debt consolidation,0.1096,6975,2021-08-11
823080,1031619,6000,0.0542,180.96,A,A1,Fully Paid,Debt consolidation,0.131,6450,2021-08-11
384157,414973,5000,0.074,155.3,A,A2,Fully Paid,Debt consolidation,0.0792,5591,2021-08-09
1053656,1285253,11200,0.0662,343.89,A,A2,Fully Paid,Debt consolidation,0.1864,11381,2021-12-11
390671,425935,4000,0.0768,124.77,A,A2,Fully Paid,Debt consolidation,0.1345,4491,2021-04-09
812145,1019280,9000,0.0599,273.76,A,A2,Fully Paid,Debt consolidation,0.136,9855,2021-07-11
865914,1079259,17875,0.0699,551.85,A,A3,Fully Paid,Debt consolidation,0.2032,19866,2021-09-11
547128,705496,9000,0.0714,278.48,A,A3,Fully Paid,Debt consolidation,0.072,9807,2021-07-10
695499,886575,13000,0.0729,403.13,A,A4,Fully Paid,Debt consolidation,0.0768,13639,2021-03-11
393287,430952,8000,0.0932,255.58,A,A4,Fully Paid,Debt consolidation,0.1516,9201,2021-04-09
404966,452068,6400,0.0932,204.46,A,A4,Fully Paid,Debt consolidation,0.24,7351,2021-05-09
862157,1075134,14400,0.0749,447.87,A,A4,Fully Paid,Debt consolidation,0.0948,16120,2021-08-11
990764,1214962,5000,0.079,156.46,A,A4,Fully Paid,Debt consolidation,0.2458,5632,2021-10-11
803921,1009731,18500,0.0749,575.39,A,A4,Fully Paid,Debt consolidation,0.1882,20350,2021-07-11
369055,384323,12000,0.0932,383.37,A,A4,Fully Paid,Debt consolidation,0.0868,13642,2021-12-08
675737,863571,7000,0.0766,218.26,A,A5,Fully Paid,Debt consolidation,0.112,7857,2021-02-11
489476,624543,11500,0.0788,359.73,A,A5,Fully Paid,Debt consolidation,0.0174,12867,2021-03-10
655057,837800,10000,0.0692,308.41,A,A3,Fully Paid,Debt consolidation,0.194,11103,2021-01-11
